BioSample accession no.,SourceSeq.,Strain_ID/Alias,IsolatYear,SourceCountry,Serogroup_type,ST,No. void loci
SAMEA1018587,ERR089615,4649,,,,69,1
SAMEA3356127,ERR1024518,712_11,,,,69,2
SAMEA3356129,ERR1024520,360_14,,,,69,0
SAMEA3356130,ERR1024521,19_14,,,,69,0
SAMEA3356132,ERR1024523,180_14,,,,69,0
SAMEA3356133,ERR1024524,468_14,,,,69,0
SAMEA3356134,ERR1024525,146_14,,,,69,0
SAMEA3356135,ERR1024526,262_14,,,,69,0
SAMEA3356136,ERR1024527,J31_W,,,,,69
SAMEA3356137,ERR1024528,VC849_07,,,,170,10
SAMEA3356138,ERR1024529,F99_W,,,,69,4
SAMEA3356139,ERR1024530,SF366,,,,75,6
SAMEA3356140,ERR1024531,VC182_14,,,,170,10
SAMEA3356141,ERR1024532,Me3,,,,729,1
SAMEA3356142,ERR1024533,T717,,,,,55
SAMEA3356143,ERR1024534,T12550,,,,738,45
SAMEA3356144,ERR1024535,T13074,,,,738,46
SAMEA3356145,ERR1024536,T2220,,,,738,45
SAMEA3356146,ERR1024537,T522,,,,738,47
SAMEA3356147,ERR1024538,T5957,,,,738,44
SAMEA3356148,ERR1024539,T610,,,,738,43
SAMEA3356149,ERR1024540,T777,,,,,35
SAMEA3356150,ERR1024541,T1437,,,,,57
SAMEA3356151,ERR1024542,VC591_14,,,,738,46
SAMEA3356152,ERR1024543,T2734,,,,338,46
SAMEA3356153,ERR1024544,NI16,,,,,66
SAMEA1405595,ERR108516,82,1998,Mexico,,69,0
SAMEA1405601,ERR108517,838,1999,Mexico,,69,19
SAMEA1405605,ERR108518,54,1999,Mexico,,69,1
SAMEA1405610,ERR108519,1127,,,,170,13
SAMEA1405617,ERR108520,1876,,,,170,19
SAMEA1405622,ERR108521,909,,,,731,16
SAMEA1405623,ERR108522,85,2000,Mexico,,69,0
SAMEA1405629,ERR108523,848,,,,,24
SAMEA1405668,ERR108524,2710,,,,173,13
SAMEA1405685,ERR108525,2174,,,,173,13
SAMEA1405686,ERR108526,2370,,,,,56
SAMEA1405681,ERR108527,2709,,,,,61
SAMEA1405699,ERR108528,1354,,,,731,15
SAMEA1405691,ERR108529,644,,,,,12
SAMEA1405707,ERR108530,1835,,,,,11
SAMEA1405701,ERR108531,1582,1990,China,1991,,30
SAMEA1405718,ERR108532,1146,,,,173,11
SAMEA1405715,ERR108533,1148,,,,737,31
SAMEA1405502,ERR108534,1596,,,,,9
SAMEA1405522,ERR108535,2006,2004,Mexico,,69,1
SAMEA1405529,ERR108536,5032,2005,Mexico,,69,3
SAMEA1405526,ERR108537,688,2006,Mexico,,69,0
SAMEA1405510,ERR108538,1474,,,,737,38
SAMEA1405516,ERR108539,353,,,,69,1
SAMEA1405546,ERR108540,EM_0892,,,,69,1
SAMEA1405689,ERR108544,4650,,,,69,0
SAMEA1405705,ERR108545,4651,,,,69,0
SAMEA1405702,ERR108546,4652,,,,69,9
SAMEA1405504,ERR108547,4653,,,,69,0
SAMEA1405507,ERR108548,4654,,,,69,2
SAMEA1405494,ERR108549,4655,,,,69,1
SAMEA1405495,ERR108550,4656,2006,India,O1_Ogawa,69,1
SAMEA1405500,ERR108551,4657,,,,69,1
SAMEA1405710,ERR108552,4236,,,,69,3
SAMEA1405725,ERR108553,4237,,,,69,10
SAMEA1405729,ERR108554,4238,,,,69,7
SAMEA1405720,ERR108555,4239,,,,69,1
SAMEA1405738,ERR108556,4240,,,,69,7
SAMEA1405731,ERR108557,4241,,,,69,5
SAMEA1405745,ERR108558,4242,,,,554,79
SAMEA1405586,ERR108559,4243,,,,69,4
SAMEA1405588,ERR108560,4244,,,,69,5
SAMEA1405581,ERR108561,4245,,,,69,10
SAMEA1405582,ERR108562,4246,,,,69,7
SAMEA1405571,ERR108563,4247,,,,69,3
SAMEA1405577,ERR108564,4248,,,,69,2
SAMEA1405578,ERR108565,4249,,,,69,9
SAMEA1405563,ERR108566,4250,,,,69,7
SAMEA1405569,ERR108567,4251,,,,69,7
SAMEA1405556,ERR108568,4252,,,,69,6
SAMEA1405630,ERR108569,4253,,,,69,8
SAMEA1405625,ERR108570,4254,,,,69,1
SAMEA1405599,ERR108571,4255,,,,69,9
SAMEA1405591,ERR108572,4256,,,,69,4
SAMEA1405614,ERR108573,4257,,,,69,5
SAMEA1405606,ERR108574,4258,,,,69,57
SAMEA1405732,ERR108575,4259,,,,69,10
SAMEA1405734,ERR108576,4260,,,,69,4
SAMEA1405737,ERR108577,4261,,,,69,8
SAMEA1405742,ERR108578,4262,,,,69,4
SAMEA1405524,ERR108579,4263,,,,69,5
SAMEA1405519,ERR108580,4264,,,,69,6
SAMEA1405513,ERR108581,4265,,,,69,4
SAMEA1405512,ERR108582,4266,,,,69,8
SAMEA1405472,ERR108583,4267,,,,69,7
SAMEA1405468,ERR108584,4268,,,,69,6
SAMEA1405465,ERR108585,4269,,,,69,8
SAMEA1405463,ERR108586,4270,,,,69,13
SAMEA1405464,ERR108587,4271,,,,69,9
SAMEA1405491,ERR108588,4272,,,,69,0
SAMEA1405551,ERR108589,4273,,,,69,7
SAMEA1405640,ERR108590,4274,,,,69,3
SAMEA1405635,ERR108591,4275,,,,69,4
SAMEA1405634,ERR108592,4276,,,,69,0
SAMEA1405644,ERR108593,4277,,,,69,6
SAMEA1405642,ERR108594,4278,,,,69,6
SAMEA1405656,ERR108595,4279,,,,69,7
SAMEA1405646,ERR108596,4281,,,,69,3
SAMEA1405666,ERR108597,4282,,,,69,4
SAMEA1405664,ERR108598,4283,,,,69,3
SAMEA1405662,ERR108599,4284,,,,69,12
SAMEA1405660,ERR108600,4285,,,,69,6
SAMEA1405540,ERR108601,4286,,,,69,4
SAMEA1405543,ERR108602,4287,,,,69,1
SAMEA1405531,ERR108603,4288,,,,69,7
SAMEA1405534,ERR108604,4289,,,,69,8
SAMEA1405537,ERR108605,4290,,,,,7
SAMEA1405554,ERR108606,4291,,,,,3
SAMEA1405560,ERR108607,4292,,,,69,3
SAMEA1405550,ERR108608,4293,,,,69,8
SAMEA1405508,ERR108609,4294,,,,,6
SAMEA1405503,ERR108610,4296,,,,69,6
SAMEA1405499,ERR108611,4297,,,,69,2
SAMEA1405496,ERR108612,4299,,,,69,6
SAMEA1405528,ERR108613,4300,,,,69,5
SAMEA1405521,ERR108614,4302,,,,69,7
SAMEA1405520,ERR108615,4303,,,,69,2
SAMEA1405514,ERR108616,4304,,,,69,8
SAMEA1405511,ERR108617,4305,,,,69,3
SAMEA1405690,ERR108618,4306,,,,69,6
SAMEA1405628,ERR108619,4307,,,,69,9
SAMEA1405627,ERR108620,4308,,,,69,9
SAMEA1405596,ERR108621,4309,,,,69,9
SAMEA1405593,ERR108622,4310,,,,69,3
SAMEA1405612,ERR108623,4311,,,,69,5
SAMEA1405609,ERR108624,4312,,,,69,11
SAMEA1405650,ERR108625,4313,,,,69,21
SAMEA1405655,ERR108626,4314,,,,69,11
SAMEA1405648,ERR108627,4315,,,,69,5
SAMEA1405665,ERR108628,4316,,,,69,5
SAMEA1405573,ERR108629,4318,,,,69,9
SAMEA1405561,ERR108630,4319,,,,69,3
SAMEA1405565,ERR108631,4320,,,,69,5
SAMEA1405567,ERR108632,4322,,,,69,8
SAMEA1405490,ERR108633,4323,,,,69,5
SAMEA1405484,ERR108634,4324,,,,69,4
SAMEA1405480,ERR108635,4325,,,,69,2
SAMEA1405478,ERR108636,4326,,,,69,5
SAMEA1405473,ERR108637,4327,,,,69,6
SAMEA1405471,ERR108638,4328,,,,69,0
SAMEA1405739,ERR108639,4329,,,,69,3
SAMEA1405675,ERR108640,4330,,,,69,0
SAMEA1405671,ERR108641,4331,,,,69,2
SAMEA1405669,ERR108642,4332,,,,69,10
SAMEA1405684,ERR108643,4333,,,,69,2
SAMEA1405677,ERR108644,4334,,,,69,7
SAMEA1405696,ERR108645,4335,,,,69,3
SAMEA1405692,ERR108646,4336,,,,69,0
SAMEA1405709,ERR108647,4337,,,,69,6
SAMEA3647761,ERR1111075,1525,,,,,36
SAMEA2698334,ERR1111076,2578,1985,China,O1_Inaba,69,5
SAMEA1405697,ERR114415,8673,,,,69,0
SAMEA1405600,ERR114416,8678,2009,Kenya,,69,1
SAMEA1405602,ERR114417,208,,,,69,0
SAMEA1405594,ERR114418,1709,2009,Kenya,,69,0
SAMEA1405682,ERR117482,134B,,,,69,78
SAMEA1405674,ERR117484,11B,,,,69,8
SAMEA1405538,ERR117494,114,,,,,60
SAMEA1405653,ERR117507,85C,,,,,42
SAMEA1405574,ERR117544,XX,,,,69,20
SAMEA1405700,ERR117556,XXH,,,,69,0
SAMEA1405683,ERR117565,04C,,,,,32
SAMEA1405657,ERR117568,98,,,,,61
SAMEA1405466,ERR117577,56,,,,69,2
SAMEA1405477,ERR117581,8889,,,,69,2
SAMEA1405482,ERR117582,149,,,,69,2
SAMEA1405741,ERR117589,1199,,,,,36
SAMEA1405590,ERR117590,161,,,,69,0
SAMEA1405598,ERR117591,146,2010,Kenya,,69,6
SAMEA1405547,ERR117604,206,,,,69,0
SAMEA1405713,ERR117610,8675,,,,69,5
SAMEA3934802,ERR1366100,004_18A,2011,Cameroon,,69,17
SAMEA3934803,ERR1366101,011_17A,2011,Cameroon,,69,1
SAMEA3934804,ERR1366102,021_5A,2011,Cameroon,,69,0
SAMEA3934805,ERR1366103,041_A,2011,Cameroon,,69,0
SAMEA3934806,ERR1366104,063_9A,2011,Cameroon,,69,0
SAMEA3934807,ERR1366105,066_13A,2011,Cameroon,,69,0
SAMEA3934808,ERR1366106,068_9A,2011,Cameroon,,69,2
SAMEA3934809,ERR1366107,089_10A,2011,Cameroon,,69,0
SAMEA3934810,ERR1366108,094_13A,2011,Cameroon,,69,0
SAMEA3934811,ERR1366109,139_7A,2011,Cameroon,,69,2
SAMEA3934812,ERR1366110,150_7A,2011,Cameroon,,69,0
SAMEA3934813,ERR1366111,151_4A,2011,Cameroon,,69,1
SAMEA3934814,ERR1366112,196_6A,2011,Cameroon,,69,0
SAMEA3934815,ERR1366113,238_5A,2011,Cameroon,,69,0
SAMEA3934816,ERR1366114,278_1A,2010,Cameroon,,69,0
SAMEA3934817,ERR1366115,278_8A,2010,Cameroon,,69,0
SAMEA3934818,ERR1366116,281_8A,2010,Cameroon,,69,2
SAMEA3934819,ERR1366117,285_11A,2010,Cameroon,,69,0
SAMEA3934820,ERR1366118,315_4A,2011,Cameroon,,69,0
SAMEA3934821,ERR1366119,330_2A,2011,Cameroon,,69,0
SAMEA3934822,ERR1366120,342_3A,2011,Cameroon,,69,0
SAMEA3934823,ERR1366121,342_10A,2010,Cameroon,,69,2
SAMEA3934824,ERR1366122,355_1A,2010,Cameroon,,69,1
SAMEA3934825,ERR1366123,322_3E,2010,Cameroon,,69,2
SAMEA4057549,ERR1485193,349/264,1983,Thailand,O1_Inaba,69,3
SAMEA4057550,ERR1485195,510/77,1983,Thailand,O1_Inaba,69,11
SAMEA4057551,ERR1485197,476/167,1983,Thailand,O1_Ogawa,69,5
SAMEA4057552,ERR1485199,816_ct_634,1984,Thailand,O1_Inaba,69,5
SAMEA4057553,ERR1485201,501/771,1985,Thailand,O1_Inaba,69,5
SAMEA4057554,ERR1485203,184/AD112,1985,Thailand,O1_Inaba,69,5
SAMEA4057555,ERR1485205,305/AD1697,1985,Thailand,O1_Inaba,69,8
SAMEA4057556,ERR1485207,22115,2004,Thailand,O1_Inaba,69,0
SAMEA4057557,ERR1485209,22116,2004,Thailand,O1_Inaba,69,0
SAMEA4057558,ERR1485211,22118,2004,Thailand,O1_Inaba,69,25
SAMEA4057559,ERR1485213,22125,2005,Thailand,O1_Ogawa,69,19
SAMEA4057560,ERR1485215,22126,2005,Thailand,O1_Ogawa,69,2
SAMEA4057561,ERR1485217,22127,2005,Thailand,O1_Ogawa,69,3
SAMEA4057562,ERR1485219,22128,2005,Thailand,O1_Ogawa,69,4
SAMEA4057563,ERR1485221,TC22,2006,Thailand,O1_Ogawa,183,49
SAMEA4057564,ERR1485223,183,2006,Thailand,,,37
SAMEA4057565,ERR1485225,P30,2010,Thailand,O1_Inaba,69,10
SAMEA4057566,ERR1485227,P34,2010,Thailand,O1_Inaba,69,64
SAMEA4057567,ERR1485229,P35,2010,Thailand,O1_Inaba,69,0
SAMEA4057568,ERR1485231,P37,2010,Thailand,O1_Inaba,69,4
SAMEA4057569,ERR1485233,P38,2010,Thailand,O1_Inaba,69,2
SAMEA4057570,ERR1485235,P39,2010,Thailand,O1_Inaba,69,4
SAMEA4057571,ERR1485237,P42,2010,Thailand,O1_Inaba,69,3
SAMEA4057572,ERR1485239,P43,2010,Thailand,O1_Inaba,69,4
SAMEA4057573,ERR1485241,P44,2010,Thailand,O1_Inaba,69,4
SAMEA4057574,ERR1485243,P46,2010,Thailand,O1_Inaba,69,15
SAMEA4057575,ERR1485245,P1,2010,Thailand,O1_Ogawa,69,8
SAMEA4057576,ERR1485247,P8,2010,Thailand,O1_Ogawa,69,2
SAMEA4057577,ERR1485249,P17,2010,Thailand,O1_Ogawa,69,9
SAMEA4057578,ERR1485251,P25,2010,Thailand,O1_Ogawa,69,0
SAMEA4057579,ERR1485253,P33,2010,Thailand,O1_Ogawa,69,1
SAMEA4057580,ERR1485255,P36,2010,Thailand,O1_Ogawa,69,3
SAMEA4057581,ERR1485257,P45,2010,Thailand,O1_Ogawa,69,15
SAMEA4057582,ERR1485259,P47,2010,Thailand,O1_Ogawa,69,0
SAMEA4057583,ERR1485261,P48,2010,Thailand,O1_Ogawa,69,1
SAMEA4057584,ERR1485263,MK14,2011,Thailand,O1_Inaba,178,7
SAMEA4057585,ERR1485265,4T5,2011,Thailand,O1_Ogawa,186,38
SAMEA4057586,ERR1485267,VC_O1_10,2000,Thailand,O1_Inaba,73,9
SAMEA4057587,ERR1485269,VC_O1_8,2000,Thailand,O1_Ogawa,73,8
SAMEA4057588,ERR1485271,VC_O1_9,2000,Thailand,O1_Ogawa,69,4
SAMEA4057589,ERR1485273,5697/3,1995,Thailand,O139,69,3
SAMEA4057590,ERR1485275,5114/3,1995,Thailand,O139 ,69,4
SAMEA4057591,ERR1485277,4610/3,1995,Thailand,O139 ,69,34
SAMEA4057592,ERR1485279,6668/3,1995,Thailand,O139 ,69,8
SAMEA4057593,ERR1485281,1974927,1995,Thailand,O139 ,69,5
SAMEA4057594,ERR1485283,6225/3,1995,Thailand,O139 ,69,4
SAMEA4057595,ERR1485285,5000/3,1995,Thailand,O139 ,69,9
SAMEA4057596,ERR1485287,5457/3,1995,Thailand,O139 ,69,0
SAMEA4057598,ERR1485291,22135,1994,Thailand,O139,69,9
SAMEA4057599,ERR1485293,22136,1994,Thailand,O139,69,3
SAMEA4057600,ERR1485295,22137,1994,Thailand,O139,69,8
SAMEA4057601,ERR1485297,22138,1994,Thailand,O139,69,7
SAMEA4057606,ERR1485307,4053022989,2010,Thailand,O1_Ogawa,69,1
SAMEA4057607,ERR1485308,4053024303,2010,Thailand,O1_Inaba,69,1
SAMEA4057608,ERR1485310,4053023724,2010,Thailand,O1_Inaba,69,1
SAMEA4057609,ERR1485312,4053024306,2010,Thailand,O1_Inaba,69,15
SAMEA4057610,ERR1485314,D_SSH2/1_TY8,2013,Thailand,,190,45
SAMEA4057611,ERR1485316,I_WASTE_SSH2_TY1,2013,Thailand,,198,41
SAMEA4057612,ERR1485318,I_SSH2_TY6,2013,Thailand,,191,41
SAMEA4057614,ERR1485322,1262W278,1985,Thailand,,200,61
SAMEA4057615,ERR1485324,VSH_2_22I,2000,Thailand,,192,47
SAMEA4057616,ERR1485326,VHS/1-22I,2000,Thailand,,192,58
SAMEA4057617,ERR1485328,TC151_1/2,2006,Thailand,,201,55
SAMEA4057618,ERR1485330,TC8_1/1,2006,Thailand,,202,69
SAMEA4057619,ERR1485332,IWSH488_TCY,2007,Thailand,,203,52
SAMEA4057620,ERR1485334,IPD_221/8_44B,1995,Thailand,,193,57
SAMEA4057621,ERR1485336,I_WHSH1_TY4,2013,Thailand,,194,44
SAMEA4057622,ERR1485338,I_WASTE_HSH1_TY2,2013,Thailand,,195,63
SAMEA4057623,ERR1485340,D_SSH2/1_TY2,2013,Thailand,,204,29
SAMEA4057624,ERR1485342,TC183_1/1,2006,Thailand,O1_Ogawa,196,41
SAMEA4057625,ERR1485344,VID97_3/2,2006,Thailand,,,32
SAMEA4057626,ERR1485346,VCR12,2013,Thailand,,197,63
SAMEA3912490,ERR1556636,781590,,,,69,0
SAMEA3912491,ERR1556637,783498,,,,69,1
SAMEA3912492,ERR1556638,787559,,,,515,2
SAMEA3912493,ERR1556639,794867,,,,69,0
SAMEA3912494,ERR1556640,813497,,,,69,0
SAMEA3912495,ERR1556641,812741,,,,69,0
SAMEA3912496,ERR1556642,781594,,,,69,0
SAMEA3912497,ERR1556643,783492,,,,69,0
SAMEA3912498,ERR1556644,787515,,,,515,1
SAMEA3912499,ERR1556645,794880,,,,69,0
SAMEA3912500,ERR1556646,813485,,,,69,0
SAMEA3912501,ERR1556647,812747,,,,69,0
SAMEA3912502,ERR1556648,781600,,,,69,3
SAMEA3912503,ERR1556649,783495,,,,69,2
SAMEA3912504,ERR1556650,787507,,,,515,1
SAMEA3912505,ERR1556651,794882,,,,69,0
SAMEA3912506,ERR1556652,813490,,,,69,0
SAMEA3912507,ERR1556653,812704,,,,69,0
SAMEA3912508,ERR1556654,781604,,,,69,1
SAMEA3912509,ERR1556655,783500,,,,69,0
SAMEA3912510,ERR1556656,787521,,,,515,2
SAMEA3912511,ERR1556657,794883,,,,69,1
SAMEA3912512,ERR1556658,813498,,,,69,0
SAMEA3912513,ERR1556659,812709,,,,69,0
SAMEA3912514,ERR1556660,781617,,,,69,1
SAMEA3912515,ERR1556661,783501,,,,69,0
SAMEA3912516,ERR1556662,787534,,,,515,1
SAMEA3912517,ERR1556663,794884,,,,69,0
SAMEA3912518,ERR1556664,813517,,,,69,0
SAMEA3912519,ERR1556665,812714,,,,69,0
SAMEA3912520,ERR1556666,781629,,,,69,0
SAMEA3912521,ERR1556667,783504,,,,69,0
SAMEA3912522,ERR1556668,787527,,,,515,2
SAMEA3912523,ERR1556669,794888,,,,69,0
SAMEA3912524,ERR1556670,813479,,,,69,0
SAMEA3912525,ERR1556671,812744,,,,69,0
SAMEA3912526,ERR1556672,783476,,,,69,0
SAMEA3912527,ERR1556673,783505,,,,69,1
SAMEA3912528,ERR1556674,787536,,,,515,0
SAMEA3912529,ERR1556675,794897,,,,69,0
SAMEA3912530,ERR1556676,813445,,,,69,0
SAMEA3912531,ERR1556677,812754,,,,69,0
SAMEA3912532,ERR1556678,783480,,,,69,0
SAMEA3912533,ERR1556679,787555,,,,515,0
SAMEA3912534,ERR1556680,787541,,,,515,22
SAMEA3912535,ERR1556681,794899,,,,69,0
SAMEA3912536,ERR1556682,813506,,,,69,0
SAMEA3912537,ERR1556683,812756,,,,69,0
SAMEA3912538,ERR1556684,783482,,,,69,0
SAMEA3912539,ERR1556685,787553,,,,515,0
SAMEA3912540,ERR1556686,787539,,,,515,1
SAMEA3912541,ERR1556687,813481,,,,69,1
SAMEA3912542,ERR1556688,813483,,,,69,0
SAMEA3912543,ERR1556689,783484,,,,69,0
SAMEA3912544,ERR1556690,787572,,,,515,1
SAMEA3912545,ERR1556691,787538,,,,515,0
SAMEA3912546,ERR1556692,813491,,,,69,0
SAMEA3912547,ERR1556693,813489,,,,69,0
SAMEA3912548,ERR1556694,783486,,,,69,0
SAMEA3912549,ERR1556695,787563,,,,515,1
SAMEA3912550,ERR1556696,787542,,,,515,4
SAMEA3912551,ERR1556697,813460,,,,69,1
SAMEA3912552,ERR1556698,812697,,,,69,0
SAMEA3912553,ERR1556699,783490,,,,69,0
SAMEA3912554,ERR1556700,787561,,,,515,1
SAMEA3912555,ERR1556701,787546,,,,515,0
SAMEA3912556,ERR1556702,813504,,,,69,1
SAMEA3912557,ERR1556703,812734,,,,69,0
SAMEA3903150,ERR1556706,,,,,515,1
SAMEA3903151,ERR1556707,,,,,515,3
SAMEA3903152,ERR1556708,,,,,69,2
SAMEA3903153,ERR1556709,,,,,515,0
SAMEA3903154,ERR1556710,,,,,69,1
SAMEA3903155,ERR1556711,,,,,69,0
SAMEA3903156,ERR1556712,,,,,515,0
SAMEA3903157,ERR1556713,,,,,515,1
SAMEA3903158,ERR1556714,,,,,515,1
SAMEA3903159,ERR1556715,,,,,,70
SAMEA3903160,ERR1556716,,,,,515,1
SAMEA3903161,ERR1556717,,,,,515,0
SAMEA3903162,ERR1556718,,,,,515,1
SAMEA3903163,ERR1556719,,,,,515,0
SAMEA3903164,ERR1556720,,,,,515,0
SAMEA3903165,ERR1556721,,,,,515,1
SAMEA3903166,ERR1556722,,,,,515,2
SAMEA3903167,ERR1556723,,,,,515,0
SAMEA3903168,ERR1556724,,,,,515,1
SAMEA3903169,ERR1556725,,,,,515,0
SAMEA3903170,ERR1556726,,,,,515,3
SAMEA3903171,ERR1556727,,,,,515,0
SAMEA3903172,ERR1556728,,,,,515,1
SAMEA3903173,ERR1556729,,,,,515,8
SAMEA3903174,ERR1556730,,,,,515,8
SAMEA3903175,ERR1556731,,,,,515,0
SAMEA3903176,ERR1556732,,,,,515,3
SAMEA3903177,ERR1556733,,,,,69,1
SAMEA3903178,ERR1556734,,,,,515,4
SAMEA3903179,ERR1556735,,,,,515,12
SAMEA3903180,ERR1556736,,,,,69,3
SAMEA3903181,ERR1556737,,,,,69,33
SAMEA3903182,ERR1556738,,,,,69,0
SAMEA3903183,ERR1556739,,,,,69,0
SAMEA3903184,ERR1556740,,,,,69,0
SAMEA3903185,ERR1556741,,,,,69,0
SAMEA3903186,ERR1556742,,,,,69,0
SAMEA3903187,ERR1556743,,,,,69,0
SAMEA3903188,ERR1556744,,,,,69,0
SAMEA3903189,ERR1556745,,,,,69,0
SAMEA3903190,ERR1556746,,,,,69,0
SAMEA3903191,ERR1556747,,,,,69,0
SAMEA3903192,ERR1556748,,,,,69,0
SAMEA3903193,ERR1556749,,,,,69,0
SAMEA3903194,ERR1556750,,,,,69,0
SAMEA3903196,ERR1556751,,,,,69,0
SAMEA3903198,ERR1556752,,,,,69,0
SAMEA3903200,ERR1556753,,,,,69,0
SAMEA3903201,ERR1556754,,,,,69,0
SAMEA3903203,ERR1556755,,,,,69,0
SAMEA3903205,ERR1556756,,,,,69,0
SAMEA3903206,ERR1556757,,,,,69,0
SAMEA3903209,ERR1556758,,,,,69,0
SAMEA3903211,ERR1556759,,,,,69,0
SAMEA3903213,ERR1556760,,,,,69,0
SAMEA3903215,ERR1556761,,,,,69,0
SAMEA3903217,ERR1556762,,,,,69,1
SAMEA3903219,ERR1556763,,,,,69,0
SAMEA3903222,ERR1556764,,,,,69,0
SAMEA3903224,ERR1556765,,,,,69,0
SAMEA3903227,ERR1556766,,,,,69,0
SAMEA3903230,ERR1556767,,,,,69,0
SAMEA3903232,ERR1556768,,,,,69,0
SAMEA3903236,ERR1556770,,,,,515,3
SAMEA3903238,ERR1556771,,,,,69,0
SAMEA3903240,ERR1556772,,,,,515,3
SAMEA3903242,ERR1556773,,,,,515,4
SAMEA3903244,ERR1556774,,,,,515,3
SAMEA3903246,ERR1556775,,,,,515,3
SAMEA3903248,ERR1556776,,,,,515,4
SAMEA3903250,ERR1556777,,,,,515,4
SAMEA3903251,ERR1556778,,,,,515,3
SAMEA3903253,ERR1556779,,,,,515,6
SAMEA3903255,ERR1556780,,,,,515,3
SAMEA3903257,ERR1556781,,,,,69,0
SAMEA3903259,ERR1556782,,,,,69,1
SAMEA3903261,ERR1556783,,,,,69,0
SAMEA3903263,ERR1556784,,,,,69,0
SAMEA3903265,ERR1556785,,,,,69,2
SAMEA3903267,ERR1556786,,,,,69,0
SAMEA3903268,ERR1556787,,,,,69,0
SAMEA3903270,ERR1556788,,,,,69,0
SAMEA3903272,ERR1556789,,,,,69,0
SAMEA3903275,ERR1556790,,,,,69,0
SAMEA3903277,ERR1556791,,,,,69,0
SAMEA3903279,ERR1556792,,,,,69,0
SAMEA3903280,ERR1556793,,,,,69,0
SAMEA3903282,ERR1556794,,,,,69,0
SAMEA3903283,ERR1556795,,,,,69,0
SAMEA3903285,ERR1556796,,,,,69,0
SAMEA3903286,ERR1556797,,,,,69,0
SAMEA3903287,ERR1556798,,,,,69,0
SAMEA3903195,ERR1556799,,,,,69,0
SAMEA3903197,ERR1556800,,,,,69,15
SAMEA3903199,ERR1556801,,,,,69,0
SAMEA3903202,ERR1556802,,,,,69,0
SAMEA3903204,ERR1556803,,,,,69,0
SAMEA3903207,ERR1556804,,,,,69,0
SAMEA3903208,ERR1556805,,,,,69,0
SAMEA3903210,ERR1556806,,,,,69,0
SAMEA3903212,ERR1556807,,,,,69,0
SAMEA3903214,ERR1556808,,,,,69,0
SAMEA3903216,ERR1556809,,,,,69,0
SAMEA3903218,ERR1556810,,,,,69,0
SAMEA3903220,ERR1556811,,,,,69,0
SAMEA3903221,ERR1556812,,,,,69,0
SAMEA3903223,ERR1556813,,,,,69,0
SAMEA3903225,ERR1556814,,,,,69,0
SAMEA3903226,ERR1556815,,,,,69,1
SAMEA3903228,ERR1556816,,,,,69,0
SAMEA3903229,ERR1556817,,,,,69,1
SAMEA3903231,ERR1556818,,,,,69,0
SAMEA3903233,ERR1556819,,,,,69,1
SAMEA3903235,ERR1556820,,,,,69,0
SAMEA3903237,ERR1556821,,,,,69,1
SAMEA3903239,ERR1556822,,,,,69,1
SAMEA3903241,ERR1556823,,,,,69,1
SAMEA3903243,ERR1556824,,,,,69,0
SAMEA3903245,ERR1556825,,,,,69,0
SAMEA3903247,ERR1556826,,,,,69,2
SAMEA3903249,ERR1556827,,,,,69,21
SAMEA3903252,ERR1556828,,,,,69,0
SAMEA3903254,ERR1556829,,,,,69,0
SAMEA3903256,ERR1556830,,,,,69,0
SAMEA3903258,ERR1556831,,,,,69,0
SAMEA3903260,ERR1556832,,,,,69,1
SAMEA3903262,ERR1556833,,,,,69,1
SAMEA3903264,ERR1556834,,,,,69,2
SAMEA3903266,ERR1556835,,,,,69,5
SAMEA3903269,ERR1556836,,,,,69,0
SAMEA3903271,ERR1556837,,,,,69,3
SAMEA3903273,ERR1556838,,,,,69,0
SAMEA3903274,ERR1556839,,,,,69,0
SAMEA3903276,ERR1556840,,,,,69,0
SAMEA3903278,ERR1556841,,,,,69,0
SAMEA3903281,ERR1556842,,,,,69,0
SAMEA3903284,ERR1556843,,,,,69,0
SAMEA3927643,ERR1595478,,,,,69,0
SAMEA3927645,ERR1595479,,,,,515,0
SAMEA3927647,ERR1595480,,,,,515,3
SAMEA3927648,ERR1595481,,,,,515,0
SAMEA3927650,ERR1595482,,,,,515,1
SAMEA3927652,ERR1595483,,,,,515,5
SAMEA3927653,ERR1595484,,,,,515,2
SAMEA3927655,ERR1595485,,,,,515,0
SAMEA3927657,ERR1595486,,,,,515,1
SAMEA3927658,ERR1595487,,,,,515,0
SAMEA3927660,ERR1595488,,,,,515,2
SAMEA3927661,ERR1595489,,,,,515,1
SAMEA3927663,ERR1595490,,,,,515,0
SAMEA3927665,ERR1595491,,,,,515,3
SAMEA3927666,ERR1595492,,,,,515,3
SAMEA3927668,ERR1595493,,,,,515,1
SAMEA3927670,ERR1595494,,,,,515,3
SAMEA3927671,ERR1595495,,,,,515,0
SAMEA3927673,ERR1595496,,,,,515,3
SAMEA3927674,ERR1595497,,,,,515,8
SAMEA3927676,ERR1595498,,,,,515,2
SAMEA3927677,ERR1595499,,,,,515,1
SAMEA3927679,ERR1595500,,,,,515,7
SAMEA3927681,ERR1595501,,,,,515,9
SAMEA3927683,ERR1595502,,,,,515,2
SAMEA3927686,ERR1595503,,,,,515,1
SAMEA3927688,ERR1595504,,,,,515,7
SAMEA3927689,ERR1595505,,,,,69,1
