BioSample,ST,Void_loci,SourceSeq,AMR genes,Identifier,SourceCountry,IsolatYear,Serogroup_type,Plasmid
SAMEA1018457,69,3,ERR089609,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4640,,,,
SAMEA1018460,69,1,ERR063641,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",IB5415,,,,
SAMEA1018464,69,1,ERR044798,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",Zim_12,Zimbabwe,2009 ,,
SAMEA1018466,69,6,ERR044543,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",E04427,,,,
SAMEA1018467,69,4,ERR089455,"catB9, dfrA1, varG",4375,,,,
SAMEA1018470,69,1,ERR089512,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4433,,,,
SAMEA1018471,69,8,ERR089472,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4392,,,,
SAMEA1018472,69,3,ERR089553,"catB9, dfrA1, varG",4474,,,,
SAMEA1018474,69,1,ERR089552,"catB9, dfrA1, varG",4473,,,,
SAMEA1018475,69,1,ERR063666,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",PSVC1M3,,,,
SAMEA1018479,69,1,ERR054221,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5414,,,,
SAMEA1018480,69,3,ERR089474,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4394,,,,
SAMEA1018481,69,2,ERR089610,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4641,,,,
SAMEA1018482,69,0,ERR089510,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4431,,,,
SAMEA1018483,69,4,ERR044545,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",C09146,,,,
SAMEA1018484,69,4,ERR089484,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4405,,,,
SAMEA1018485,69,1,ERR089457,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4377,,,,
SAMEA1018487,69,5,ERR044797,"aac(3)-IIe, aadA1, aph(3'')-Ib, aph(3')-Ia, aph(6)-Id, arr-2, blaOXA-10, blaTEM-63, catB9, cmlA5, dfrA1, dfrA23, floR, sul1, sul2, tet(A), varG",B-64,Mozambique,2004 ,,IncC
SAMEA1018489,69,6,ERR044544,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",C09131,,,,
SAMEA1018490,69,2,ERR089611,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4642,India,2006 ,O1_Inaba,
SAMEA1018494,69,1,ERR063665,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",PSVC1M2,,,,
SAMEA1018495,69,6,ERR089482,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4403,,,,
SAMEA1018496,69,3,ERR089471,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4391,,,,
SAMEA1018499,69,1,ERR089571,"catB9, dfrA1, varG",4492,,,,
SAMEA1018500,69,1,ERR089501,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",4422,,,,
SAMEA1018502,69,5,ERR044769,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",M02212,,,,
SAMEA1018505,69,0,ERR051790,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",S27RG11,Pakistan,2010 ,O1,
SAMEA1018506,69,2,ERR044768,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",F02307,,,,
SAMEA1018508,69,9,ERR042741,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",G27,,,,
SAMEA1018509,69,4,ERR089572,"catB9, dfrA1, varG",4493,,,,
SAMEA1018512,69,4,ERR089500,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",4421,,,,
SAMEA1018513,69,5,ERR089502,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4423,,,,
SAMEA1018514,69,3,ERR051759,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",F15KTH7,Pakistan,2010 ,O1,
SAMEA1018515,69,8,ERR089481,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4401,,,,
SAMEA1018518,69,10,ERR089470,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4390,,,,
SAMEA1018519,69,2,ERR044770,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",F02317,,,,
SAMEA1018524,69,6,ERR042742,"aadA1, catB9, dfrA1, sul1, varG",G28,,,,
SAMEA1018526,69,1,ERR044771,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",F02318,,,,
SAMEA1018528,69,10,ERR042739,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",G23,,,,
SAMEA1018530,69,2,ERR089569,"catB9, dfrA1, varG",4490,,,,
SAMEA1018534,69,9,ERR089480,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4400,,,,
SAMEA1018535,69,4,ERR089469,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4389,,,,
SAMEA1018537,69,4,ERR089498,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4419,,,,
SAMEA1018539,69,1,ERR089555,"catB9, dfrA1, varG",4476,,,,
SAMEA1018543,69,5,ERR089434,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4352,,,,
SAMEA1018544,69,4,ERR089535,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4456,,,,
SAMEA1018548,69,0,ERR089570,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",4491,,,,
SAMEA1018550,69,3,ERR089536,"catB9, dfrA1, varG",4457,,,,
SAMEA1018552,69,3,ERR089479,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4399,,,,
SAMEA1018555,69,9,ERR042740,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",G26,,,,
SAMEA1018557,69,1,ERR063662,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",PSVC1,,,,
SAMEA1018559,69,6,ERR089478,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4398,,,,
SAMEA1018560,69,2,ERR089468,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4388,,,,
SAMEA1018563,69,5,ERR089499,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4420,,,,
SAMEA1018564,69,11,ERR089433,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4351,,,,
SAMEA1018565,69,1,ERR089556,"catB9, dfrA1, varG",4477,,,,
SAMEA1018567,69,3,ERR044772,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",F02321,,,,
SAMEA1018568,69,1,ERR051756,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",F12D1,Pakistan,2010 ,O1,
SAMEA1018569,69,6,ERR089492,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4413,,,,
SAMEA1018571,69,3,ERR044785,"aadA1, catB9, sul1, varG",87667,Mexico,1993 ,,
SAMEA1018573,69,9,ERR089577,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4498,,,,
SAMEA1018574,69,2,ERR044764,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",M02200,,,,
SAMEA1018575,515,7,ERR044795,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",20412,Zambia,2003 ,,
SAMEA1018578,69,2,ERR089466,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4386,,,,
SAMEA1018579,69,5,ERR042751,"catB9, varG",11001970,,,,
SAMEA1018580,69,5,ERR089477,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4397,,,,
SAMEA1018581,69,2,ERR089557,"catB9, dfrA1, varG",4478,,,,
SAMEA1018583,69,0,ERR089467,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4387,,,,
SAMEA1018584,69,10,ERR042736,"aadA1, catB9, dfrA1, sul1, varG",G17,,,,
SAMEA1018585,69,1,ERR044754,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",F02291,,,,
SAMEA1018586,69,0,ERR054211,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5404,,,,
SAMEA1018587,69,2,ERR089615,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4649,,,,
SAMEA1018588,69,0,ERR089578,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4500,,,,
SAMEA1018590,69,6,ERR044794,"catA1, catB9, dfrA15, sul1, sul2, tet(B), varG",35402,Zambia,1996 ,,IncC
SAMEA1018592,69,1,ERR044755,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",B08657,,,,
SAMEA1018593,69,0,ERR054213,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5406,,,,
SAMEA1018594,69,3,ERR044784,"catB9, varG",87397,Mexico,1993 ,,
SAMEA1018595,69,52,ERR042738,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",G21,Palestine,1994 ,,
SAMEA1018597,69,9,ERR089465,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4343,,,,
SAMEA1018599,69,3,ERR044765,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",C09551,,,,
SAMEA1018600,69,11,ERR089491,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4412,,,,
SAMEA1018602,69,6,ERR089558,"catB9, dfrA1, varG",4479,,,,
SAMEA1018603,69,6,ERR042752,"catB9, varG",10172,,,,
SAMEA1018604,69,10,ERR042737,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",G18,,,,
SAMEA1018605,69,1,ERR089476,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4396,,,,
SAMEA1018609,69,5,ERR089579,"catB9, dfrA1, varG",4501,,,,
SAMEA1018610,69,4,ERR044783,"aadA1, catB9, sul1, varG",116075,Mexico,1992 ,,
SAMEA1018611,69,1,ERR054212,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5405,,,,
SAMEA1018612,69,5,ERR089503,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4424,,,,
SAMEA1018613,69,3,ERR089559,"catB9, dfrA1, varG",4480,,,,
SAMEA1018614,69,2,ERR089575,"catB9, dfrA1, varG",4496,,,,
SAMEA1018616,69,2,ERR054214,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5407,,,,
SAMEA1018617,69,0,ERR051748,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",F4D48,Pakistan,2010 ,O1,
SAMEA1018618,69,8,ERR089475,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4395,,,,
SAMEA1018621,69,5,ERR044766,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",F02311,,,,
SAMEA1018624,69,3,ERR089494,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",4415,,,,
SAMEA1018625,69,2,ERR089574,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4495,,,,
SAMEA1018628,69,1,ERR089493,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4414,,,,
SAMEA1018629,69,5,ERR089424,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4338,,,,
SAMEA1018630,69,3,ERR089560,"catB9, dfrA1, varG",4481,,,,
SAMEA1018631,69,1,ERR051749,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",F5D38,Pakistan,2010 ,O1,
SAMEA1018632,69,3,ERR089504,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4425,,,,
SAMEA1018633,69,0,ERR054215,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5408,,,,
SAMEA1018634,69,3,ERR044786,"aadA1, catB9, sul1, varG",87662,Mexico,1993 ,,
SAMEA1018635,69,5,ERR044796,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",B-33,,,,
SAMEA1018638,69,3,ERR089576,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4497,,,,
SAMEA1018644,69,5,ERR042754,"aadA1, catB9, sul1, varG",M6,Mexico,1992 ,,
SAMEA1018645,69,1,ERR044753,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",F02284,,,,
SAMEA1018646,69,3,ERR089561,"catB9, dfrA1, varG",4482,,,,
SAMEA1018647,69,3,ERR044767,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",F02306,,,,
SAMEA1018648,69,5,ERR042735,"aadA1, catB9, dfrA1, sul1, varG",G14,,,,
SAMEA1018649,69,3,ERR051762,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",F18KTH3,Pakistan,2010 ,O1,
SAMEA1018650,69,3,ERR089487,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4408,,,,
SAMEA1018652,69,7,ERR042764,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",C07819,,,,
SAMEA1018656,69,3,ERR044759,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",C09545,,,,
SAMEA1018658,69,0,ERR054216,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5409,,,,
SAMEA1018659,69,1,ERR089427,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4342,,,,
SAMEA1018660,69,0,ERR089528,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4449,,,,
SAMEA1018661,69,3,ERR042746,"catB9, varG",21970,,,,
SAMEA1018663,69,2,ERR044791,"aadA1, catB9, sul1, varG",95430,Mexico,1997 ,,
SAMEA1018664,69,6,ERR089527,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4448,,,,
SAMEA1018665,69,2,ERR089542,"catB9, dfrA1, varG",4463,,,,
SAMEA1018666,69,14,ERR044780,"catB9, varG",87258,Mexico,1991 ,,
SAMEA1018667,69,4,ERR089582,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4504,,,,
SAMEA1018668,73,31,ERR044790,varG,93154,,,,
SAMEA1018670,69,3,ERR089593,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4518,,,,
SAMEA1018672,69,1,ERR051763,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",F19KTH2,Pakistan,2010 ,O1,
SAMEA1018673,69,0,ERR054217,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5410,,,,
SAMEA1018674,69,3,ERR044760,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",D09278,,,,
SAMEA1018675,69,5,ERR042747,"catB9, varG",31970,,,,
SAMEA1018678,69,1,ERR089426,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4341,,,,
SAMEA1018680,69,8,ERR089529,"catB9, dfrA1, varG",4450,,,,
SAMEA1018681,69,4,ERR042763,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",F01544,,,,
SAMEA1018682,69,2,ERR089592,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4516,,,,
SAMEA1018683,73,30,ERR044789,varG,976391,,,,
SAMEA1018684,69,9,ERR044779,"aadA1, catB9, sul1, varG",116072,Mexico,1991 ,,
SAMEA1018685,69,1,ERR051764,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",S1KCH15,Pakistan,2010 ,O1,
SAMEA1018686,69,4,ERR089543,"catB9, dfrA1, varG",4464,,,,
SAMEA1018690,69,8,ERR089583,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4505,,,,
SAMEA1018692,69,1,ERR089486,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4407,,,,
SAMEA1018694,69,5,ERR042748,"catB9, varG",111970,Israel,1970 ,,
SAMEA1018695,73,30,ERR044793,varG,95412,,,,
SAMEA1018697,69,0,ERR054218,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5411,,,,
SAMEA1018698,69,0,ERR063648,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",IB5422,,,,
SAMEA1018699,69,3,ERR089580,"catB9, dfrA1, varG",4502,,,,
SAMEA1018700,69,1,ERR044782,"catB9, varG",87151,Mexico,1992 ,,
SAMEA1018701,69,2,ERR089489,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4410,,,,
SAMEA1018702,69,1,ERR044756,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",C09535,,,,
SAMEA1018704,69,0,ERR051765,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S2KCH17,Pakistan,2010 ,O1,
SAMEA1018705,69,0,ERR089490,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4411,,,,
SAMEA1018707,69,0,ERR063649,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",IB5423,,,,
SAMEA1018708,69,2,ERR089525,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4446,,,,
SAMEA1018709,69,2,ERR042749,"catB9, varG",121970,Israel,1970 ,,
SAMEA1018710,69,1,ERR054219,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",IB5412,,,,
SAMEA1018711,69,10,ERR089425,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4339,,,,
SAMEA1018712,69,7,ERR089544,"catB9, dfrA1, varG",4465,,,,
SAMEA1018715,69,0,ERR063647,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",IB5421,,,,
SAMEA1018716,69,13,ERR089488,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4409,,,,
SAMEA1018718,73,29,ERR044792,varG,95409,,,,
SAMEA1018721,69,7,ERR044781,"aadA1, catB9, sul1, varG",116073,Mexico,1991 ,,
SAMEA1018722,733,92,ERR051766,"aph(3'')-Ib, aph(6)-Id, dfrA31, floR, qnrVC, sul2",S3KCH19,,,,
SAMEA1018723,69,1,ERR044758,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",D09262,,,,
SAMEA1018724,69,7,ERR044558,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",B08533,,,,
SAMEA1018725,69,1,ERR089581,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4503,,,,
SAMEA1018727,69,4,ERR089526,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4447,,,,
SAMEA1018728,73,31,ERR042750,varG,4251970,,,,
SAMEA1018729,69,0,ERR044757,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",C09542,,,,
SAMEA1018730,69,0,ERR054220,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5413,,,,
SAMEA1018732,69,1,ERR089594,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4519,,,,
SAMEA1018735,69,0,ERR063646,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",IB5420,,,,
SAMEA1018736,69,3,ERR089442,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4361,,,,
SAMEA1018739,69,0,ERR054206,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5399,,,,
SAMEA1018740,69,3,ERR042759,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",F01480,,,,
SAMEA1018741,69,4,ERR089567,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",4488,,,,
SAMEA1018743,69,0,ERR089589,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4511,,,,
SAMEA1018744,69,4,ERR089432,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4348,,,,
SAMEA1018745,69,1,ERR051767,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S4KCH16,Pakistan,2010 ,O1,
SAMEA1018746,69,5,ERR089537,"catB9, dfrA1, varG",4458,,,,
SAMEA1018748,69,2,ERR089588,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4510,,,,
SAMEA1018749,69,5,ERR042760,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",D07078,,,,
SAMEA1018752,69,6,ERR044559,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",E04777,,,,
SAMEA1018755,69,0,ERR054207,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",IB5400,,,,
SAMEA1018758,69,0,ERR051768,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S5KCH10,Pakistan,2010 ,O1,
SAMEA1018759,69,5,ERR089539,"catB9, dfrA1, varG",4460,,,,
SAMEA1018761,69,2,ERR089441,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4359,,,,
SAMEA1018762,69,3,ERR089568,"catB9, dfrA1, varG",4489,,,,
SAMEA1018763,69,5,ERR042758,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",D07064,,,,
SAMEA1018765,69,6,ERR044745,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, mph(A), qnrVC1, sul2, tetA(D), varG",C09387,,,,
SAMEA1018766,69,3,ERR089431,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4347,,,,
SAMEA1018768,555,90,ERR051754,"aph(3'')-Ib, aph(6)-Id, qnrVC4, sul2",F10D13,,,,
SAMEA1018769,69,0,ERR051769,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S6KCH7,Pakistan,2010 ,O1,
SAMEA1018770,69,3,ERR089538,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4459,,,,
SAMEA1018772,69,0,ERR063645,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",IB5419,,,,
SAMEA1018776,69,3,ERR089587,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4509,,,,
SAMEA1018779,87,80,ERR051750,qnrVC4,F6D36,,,,
SAMEA1018782,69,6,ERR089591,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4514,,,,
SAMEA1018783,69,5,ERR089540,"catB9, dfrA1, varG",4461,,,,
SAMEA1018785,69,4,ERR044747,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",M02079,,,,
SAMEA1018789,69,3,ERR044761,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, dfrA31, qnrVC1, sul2, tetA(D), varG",F02309,,,,
SAMEA1018790,69,4,ERR044746,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",B08540,,,,
SAMEA1018791,69,5,ERR044788,"catB9, varG",87409,Mexico,1995 ,,
SAMEA1018792,69,4,ERR089584,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4506,,,,
SAMEA1018793,69,2,ERR051779,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",S16HH1,Pakistan,2010 ,O1,
SAMEA1018794,69,0,ERR063644,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",IB5418,,,,
SAMEA1018795,69,3,ERR089444,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4363,,,,
SAMEA1018796,69,3,ERR089485,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4406,,,,
SAMEA1018797,69,3,ERR042762,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",K00173,,,,
SAMEA1018799,69,5,ERR089430,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",4346,,,,
SAMEA1018803,69,2,ERR051751,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",F7D30,Pakistan,2010 ,O1,
SAMEA1018804,69,2,ERR089541,"catB9, dfrA1, varG",4462,,,,
